Crop,Temperature,Rainfall,Humidity
Rap seed,35,38,65
Mustard,32,40,71
Rap seed,35,41,66
Gram,32,45,66
Sorghum,33,57,65
Field Pea,32,59,68
Soybean,35,63,71
Groundnut,33,70,74
Barley,33,44,73
Barley,32,37,72
Black Gram,34,47,70
SugarCane,32,266,75
Maize,33,68,72
Maize,35,66,71
Wheat,33,85,74
Rap seed,34,40,71
Black Gram,32,41,69
Maize,34,67,74
SugarCane,33,287,67
Gram,34,36,65
Barley,34,49,68
Cotton,34,67,71
Mustard,35,41,71
Black Gram,32,58,67
Groundnut,34,53,65
Wheat,33,65,72
Sorghum,35,54,66
Soybean,32,61,72
Sorghum,33,47,75
Green gram,35,67,72
Sunflower,35,127,66
Millet,34,26,75
Maize,34,54,69
Field Pea,33,55,66
Green gram,32,78,67
Groundnut,33,67,73
Rice,32,112,72
Groundnut,35,94,69
Groundnut,32,82,68
Rap seed,34,42,70
Gram,32,39,75
Soybean,33,62,68
Barley,34,46,73
Rice,33,102,75
Gram,34,44,66
Millet,35,35,68
Millet,35,25,70
Sunflower,34,95,66
Field Pea,35,51,72
Field Pea,35,46,70
Groundnut,34,68,71
Rice,34,141,66
Barley,35,44,73
Green gram,35,80,71
Rap seed,34,36,75
Millet,33,25,74
Cotton,34,57,68
Millet,35,25,71
Soybean,32,65,74
SugarCane,33,269,75
Black Gram,32,46,72
Sunflower,33,58,74
Groundnut,33,91,68
Cotton,33,53,72
Black Gram,35,45,70
Wheat,35,85,72
Field Pea,34,53,68
Rap seed,33,43,71
Cotton,32,68,66
Cotton,34,58,75
Soybean,33,71,66
Mustard,35,37,67
Sunflower,34,85,73
Rap seed,35,38,74
Groundnut,32,50,67
Millet,34,27,71
SugarCane,33,269,73
SugarCane,34,285,75
Sunflower,32,141,70
Maize,34,53,71
Gram,35,37,66
Field Pea,34,58,75
Cotton,34,60,66
Black Gram,35,50,71
Gram,32,43,71
Rice,33,142,75
Soybean,34,62,70
Sunflower,34,116,72
Mustard,35,36,71
Cotton,35,56,68
Barley,32,36,74
Barley,35,46,74
Green gram,34,74,67
Wheat,34,73,70
Sunflower,34,106,71
Sorghum,34,48,71
Black Gram,35,58,68
Maize,33,77,75
Maize,34,62,75
Mustard,34,43,66
Groundnut,35,68,67
Millet,35,31,69
SugarCane,35,298,65
Rap seed,33,36,74
Gram,32,42,67
Soybean,33,69,73
Groundnut,34,73,66
SugarCane,34,256,67
Black Gram,34,48,71
Sorghum,33,53,75
Sorghum,32,58,70
SugarCane,32,299,72
SugarCane,33,252,71
Sunflower,32,142,75
Mustard,35,42,71
Mustard,33,45,75
Sorghum,32,45,65
Groundnut,34,71,66
Sunflower,33,69,72
Sunflower,32,31,68
Rice,32,103,75
Cotton,32,70,66
Rice,32,137,74
Mustard,33,45,74
Maize,33,65,66
Field Pea,32,58,67
Groundnut,33,89,69
Black Gram,32,60,71
Maize,34,72,65
SugarCane,32,279,71
Barley,35,37,71
Sorghum,32,57,67
Wheat,33,69,70
Sorghum,34,47,70
Groundnut,33,81,70
Cotton,35,70,71
Rap seed,35,38,71
SugarCane,34,297,67
Sunflower,33,57,74
SugarCane,33,285,66
Maize,32,57,71
Sunflower,34,35,70
Rice,34,135,68
Rap seed,33,35,70
Cotton,32,65,69
Cotton,33,63,72
Gram,34,40,74
Rap seed,33,43,68
Field Pea,34,50,66
Maize,34,54,68
Rap seed,33,43,69
Maize,33,53,68
Green gram,32,71,66
Gram,35,38,67
SugarCane,35,289,72
Groundnut,32,50,70
Field Pea,34,42,69
Barley,34,46,66
Mustard,34,35,71
Black Gram,34,60,73
Wheat,33,87,71
Sunflower,33,139,75
Sorghum,33,58,74
Sorghum,33,54,69
Soybean,33,72,67
Black Gram,33,46,70
Gram,34,38,68
Sunflower,34,80,65
Field Pea,34,57,72
Cotton,35,52,69
Black Gram,33,42,74
Soybean,33,65,70
SugarCane,33,275,73
Field Pea,32,59,69
Groundnut,34,54,65
Rice,32,112,65
Sunflower,34,108,71
Black Gram,33,43,69
Rice,34,149,70
Soybean,35,75,75
SugarCane,33,264,74
Green gram,35,79,75
Maize,32,62,72
Mustard,32,43,65
Rap seed,33,35,75
Cotton,33,51,65
Cotton,34,66,74
Gram,34,36,66
Rice,32,125,70
Rice,34,137,74
Rap seed,32,39,71
Gram,33,42,66
Groundnut,33,64,72
Green gram,33,76,66
Cotton,32,63,75
Millet,33,31,70
SugarCane,32,272,68
Wheat,32,62,69
SugarCane,33,290,75
Sorghum,33,48,69
Soybean,33,71,69
SugarCane,33,254,71
Wheat,33,70,69
Wheat,35,61,67
Cotton,33,58,75
Soybean,34,68,71
Cotton,34,50,70
Mustard,32,43,74
Cotton,32,70,75
Barley,35,42,69
Barley,33,40,69
Sunflower,32,66,75
SugarCane,35,264,68
Field Pea,35,45,68
Sorghum,33,51,72
Millet,32,34,72
Black Gram,33,57,66
Soybean,33,64,73
Groundnut,33,64,67
Black Gram,34,52,71
Cotton,34,59,75
Mustard,35,36,70
Cotton,34,57,75
Sorghum,35,58,71
Wheat,33,62,73
Gram,33,38,71
Mustard,35,35,72
Millet,35,33,68
Wheat,33,74,71
Barley,33,39,67
Gram,35,38,74
Groundnut,34,74,68
Soybean,33,66,74
Maize,33,80,75
Millet,33,25,65
Groundnut,34,100,70
Maize,32,57,71
Wheat,34,70,67
Rap seed,34,41,68
Barley,34,47,71
Black Gram,33,49,74
Gram,32,42,69
Black Gram,33,47,66
Green gram,35,74,70
Sorghum,35,46,66
Field Pea,35,49,67
Cotton,35,57,72
SugarCane,35,257,68
Millet,32,26,65
Groundnut,33,72,66
Groundnut,33,81,66
Millet,33,33,67
Maize,35,57,65
SugarCane,32,257,69
Sunflower,34,134,69
Barley,32,43,65
Groundnut,32,79,74
Wheat,34,76,65
Field Pea,35,52,68
Cotton,34,56,73
Sunflower,33,143,75
Rap seed,35,42,73
Wheat,33,74,74
Sunflower,32,137,65
Gram,34,42,69
Rap seed,33,40,70
Green gram,35,67,69
Mustard,33,39,69
Barley,32,46,65
Wheat,33,85,75
Gram,32,40,69
Black Gram,35,41,68
Maize,34,58,70
Cotton,33,51,74
Sorghum,33,48,72
Soybean,35,73,73
Gram,34,39,69
Soybean,35,75,71
Groundnut,32,92,74
Field Pea,33,42,75
Groundnut,35,59,73
Green gram,34,64,74
Rice,35,114,67
Cotton,32,67,65
Black Gram,35,47,70
SugarCane,33,257,74
Groundnut,35,89,66
Green gram,34,72,73
Field Pea,34,54,74
Groundnut,33,54,70
SugarCane,35,265,69
Cotton,34,52,74
Sunflower,33,76,72
Rap seed,32,41,73
Maize,35,58,65
Groundnut,33,96,69
Rap seed,32,38,72
Barley,34,41,75
Rice,34,102,68
Mustard,34,43,68
Field Pea,32,46,67
Sorghum,35,57,70
SugarCane,34,260,75
Groundnut,33,69,69
Wheat,35,75,73
Barley,34,43,74
Rice,35,104,75
Mustard,34,41,74
Maize,32,51,66
Sunflower,33,141,67
Sorghum,32,46,73
Field Pea,32,55,74
Black Gram,35,51,73
Sorghum,33,58,72
Soybean,34,72,72
Field Pea,33,51,68
Groundnut,33,75,70
Field Pea,34,53,71
Maize,35,75,65
Groundnut,32,97,73
Rice,32,127,74
SugarCane,34,288,67
Barley,35,47,73
Green gram,34,62,68
Groundnut,35,97,69
Barley,33,48,75
Field Pea,34,40,67
Rice,34,115,67
Mustard,35,40,73
Barley,32,42,69
Green gram,33,79,67
Groundnut,35,62,73
Sunflower,35,47,70
Groundnut,32,59,70
Groundnut,34,54,69
Soybean,32,65,70
Gram,35,37,72
Maize,33,63,74
Sorghum,35,59,67
Black Gram,32,53,65
Green gram,34,78,71
Sunflower,35,55,73
Gram,32,35,69
Mustard,35,39,67
Soybean,32,61,70
SugarCane,33,283,69
Groundnut,34,67,75
SugarCane,34,276,69
Millet,35,29,69
Sorghum,32,40,74
Millet,32,33,65
Millet,35,32,71
Field Pea,33,56,74
Mustard,35,35,65
SugarCane,32,276,73
Groundnut,34,76,68
Cotton,33,52,74
Rice,32,103,65
Field Pea,34,49,70
Green gram,34,68,65
Sorghum,33,41,70
Gram,34,39,73
Groundnut,35,77,70
Maize,35,76,66
Groundnut,34,60,65
Field Pea,33,52,67
Barley,35,42,71
Groundnut,34,66,74
Black Gram,34,48,69
Maize,33,51,75
Barley,33,49,74
Sorghum,32,46,71
Rap seed,32,42,67
Millet,34,28,75
Sunflower,34,137,65
Mustard,32,35,74
Soybean,32,73,70
Mustard,32,42,70
Black Gram,35,54,74
Cotton,35,50,73
Sunflower,35,98,69
Soybean,32,61,65
Gram,34,44,72
Sorghum,34,44,69
Gram,34,44,70
Rice,32,142,68
Groundnut,33,74,75
Rap seed,33,39,66
Soybean,34,64,73
Gram,34,45,67
Rap seed,32,45,71
Rice,32,106,66
Millet,35,30,75
Sunflower,32,117,74
Millet,33,32,70
Gram,35,38,75
Gram,34,35,71
Maize,33,62,67
Barley,33,48,71
Field Pea,35,50,71
Wheat,34,69,74
Mustard,33,35,74
Black Gram,35,54,68
Field Pea,32,50,67
Cotton,32,57,71
Mustard,34,43,65
Sunflower,35,65,72
Gram,33,37,72
Wheat,34,77,70
Sorghum,34,56,72
Sorghum,34,58,71
Gram,35,43,65
Rap seed,33,39,72
Maize,33,72,67
Mustard,34,44,67
Rap seed,34,38,65
Sunflower,33,139,73
Gram,33,45,75
Soybean,32,61,70
Black Gram,32,44,65
Black Gram,32,56,70
Soybean,35,74,72
Gram,33,35,74
SugarCane,34,258,75
Maize,34,54,66
Sunflower,32,48,73
Green gram,34,75,73
Sorghum,35,43,67
Maize,35,76,72
Millet,32,30,68
Mustard,32,40,70
Gram,32,36,75
Gram,34,38,75
Sorghum,32,56,75
Cotton,32,60,67
Groundnut,32,74,69
Cotton,32,54,71
Sunflower,32,42,65
Field Pea,35,51,68
Rap seed,35,43,72
SugarCane,32,264,70
Soybean,32,64,68
Sorghum,35,41,74
Wheat,35,61,68
Wheat,35,72,69
Mustard,32,44,67
Green gram,34,74,68
Green gram,34,75,65
Rice,35,119,70
Maize,35,76,73
Barley,32,39,71
Rice,32,142,72
Gram,32,37,69
Rice,34,140,74
Field Pea,35,44,68
Black Gram,33,52,71
Rap seed,34,42,67
Mustard,33,40,68
Black Gram,32,58,75
Field Pea,32,53,70
Sorghum,32,47,69
Maize,33,50,69
Rice,35,115,65
Wheat,34,65,71
Barley,35,49,66
Black Gram,32,42,70
Barley,33,42,71
Barley,32,41,70
Millet,32,34,69
Cotton,35,64,72
SugarCane,32,261,68
Sunflower,34,108,69
Rap seed,35,38,71
Groundnut,35,90,68
Green gram,35,62,67
Soybean,33,60,69
Mustard,33,40,73
Soybean,34,64,69
Field Pea,32,45,68
Rap seed,34,37,65
Black Gram,35,42,70
Barley,32,46,71
Soybean,33,65,72
Maize,35,78,72
Groundnut,34,60,71
Maize,32,55,65
Groundnut,35,58,69
Groundnut,33,58,72
Millet,35,30,71
Mustard,34,40,74
Sunflower,35,88,70
Barley,35,35,70
Green gram,35,80,70
Maize,32,78,67
Rice,32,146,71
Groundnut,33,96,75
Mustard,35,36,75
Sorghum,34,49,65
Groundnut,32,70,70
Black Gram,34,46,74
Sunflower,35,78,73
Field Pea,32,49,67
SugarCane,32,271,74
Rap seed,32,45,67
Sorghum,32,40,72
Soybean,33,72,73
Barley,32,47,65
Barley,35,36,67
Black Gram,32,58,75
Rice,34,147,74
Wheat,33,62,65
Wheat,34,87,75
Field Pea,35,46,71
Millet,33,26,65
Black Gram,32,60,74
Rice,33,128,73
SugarCane,33,294,75
Wheat,32,82,69
Sorghum,32,42,75
Millet,35,34,73
Field Pea,35,42,68
Field Pea,32,46,67
Millet,32,33,75
Green gram,34,64,72
Green gram,35,61,68
Groundnut,34,64,75
Gram,35,38,74
Gram,33,42,66
Green gram,32,60,73
Barley,32,45,71
Field Pea,35,51,75
Wheat,35,68,67
SugarCane,35,252,75
Sorghum,34,45,65
Field Pea,35,54,69
Mustard,33,40,74
Rice,33,148,65
SugarCane,32,274,69
Gram,32,43,68
Millet,32,30,66
Millet,32,28,70
Rap seed,32,44,74
Green gram,35,72,68
Gram,32,43,66
Cotton,34,57,71
Green gram,32,67,65
Groundnut,35,100,71
Millet,34,30,74
Wheat,35,66,66
Barley,35,43,68
Mustard,35,41,71
Field Pea,32,57,67
Groundnut,32,59,74
Maize,33,66,74
Rap seed,34,41,65
Mustard,32,40,67
Wheat,32,80,68
Millet,33,31,73
Wheat,35,69,75
Field Pea,34,45,72
Groundnut,33,99,70
Millet,34,34,68
Field Pea,32,53,65
Soybean,34,63,70
Soybean,35,72,66
Groundnut,35,86,73
Maize,33,72,67
SugarCane,35,261,75
SugarCane,32,286,69
Black Gram,32,55,72
Barley,32,49,67
Rap seed,33,40,72
Wheat,34,67,70
Sorghum,32,60,66
Wheat,32,62,73
SugarCane,32,292,74
Sunflower,35,62,71
Groundnut,35,77,71
Gram,34,37,67
Wheat,33,87,66
Barley,32,47,65
Rap seed,33,38,65
Green gram,34,67,75
Soybean,34,62,75
SugarCane,34,251,71
Mustard,32,36,67
Groundnut,32,95,69
Wheat,35,66,65
Barley,32,49,71
Sorghum,35,59,69
Maize,32,73,70
Millet,35,30,68
Maize,34,59,66
Millet,32,35,74
Field Pea,33,53,67
Sorghum,35,56,69
Black Gram,33,49,75
Rap seed,34,41,71
Sorghum,35,51,70
Gram,32,40,74
Black Gram,34,40,75
Sorghum,32,50,75
SugarCane,34,267,74
SugarCane,32,262,69
Gram,35,43,65
Rap seed,34,42,69
Mustard,34,38,69
Sorghum,34,53,73
Mustard,34,40,65
Millet,34,34,74
Soybean,35,69,72
Millet,34,33,73
Millet,33,34,69
Sorghum,34,49,71
Maize,34,70,73
Millet,35,32,75
Rap seed,32,36,75
Groundnut,34,74,67
Groundnut,33,75,66
Cotton,35,67,75
Millet,33,30,69
Green gram,35,80,73
Cotton,32,69,74
Gram,35,35,68
Field Pea,32,56,71
Field Pea,33,52,66
Barley,33,40,72
Rap seed,32,38,67
Maize,33,77,68
Gram,32,38,69
Green gram,34,63,70
Mustard,34,42,68
Rice,32,131,68
Gram,35,40,65
Barley,34,49,75
Black Gram,34,51,67
Wheat,34,84,71
Rap seed,32,39,67
Gram,35,43,74
Millet,32,30,66
Groundnut,32,92,74
Cotton,33,65,67
Mustard,33,36,65
Millet,34,28,73
Cotton,32,67,66
Rice,33,112,72
Black Gram,34,60,72
Cotton,35,50,73
Green gram,34,67,65
SugarCane,35,275,73
Wheat,33,60,73
SugarCane,32,279,74
Millet,34,34,71
Wheat,35,65,70
Rap seed,33,38,70
Cotton,35,65,65
Rice,33,147,71
Millet,33,34,72
Rap seed,32,37,71
Black Gram,32,42,68
Green gram,35,75,68
Sunflower,33,50,65
Barley,32,38,67
Sorghum,34,41,71
Barley,33,41,66
Groundnut,33,74,73
Millet,33,30,72
Mustard,32,40,68
Sunflower,33,91,71
Cotton,34,65,72
Field Pea,35,53,75
Green gram,33,65,74
Gram,32,45,71
Barley,32,50,68
Mustard,35,37,75
Millet,33,27,72
Green gram,33,72,74
Sorghum,34,47,69
Sorghum,33,54,74
Black Gram,32,53,71
Sorghum,35,53,74
Wheat,32,64,67
SugarCane,35,269,75
Mustard,33,43,69
Barley,34,38,69
Sunflower,32,133,74
Soybean,34,61,69
Gram,35,35,70
Mustard,34,45,71
Gram,34,41,74
Mustard,32,36,70
Barley,35,38,69
Black Gram,34,42,71
Wheat,32,90,69
Millet,32,34,67
Cotton,34,58,65
Millet,32,27,67
Barley,32,44,70
Field Pea,32,57,72
SugarCane,32,259,72
Cotton,34,70,75
SugarCane,34,291,65
Black Gram,34,55,68
Green gram,34,63,70
Green gram,34,67,69
Rice,35,143,67
Groundnut,35,89,67
Black Gram,35,46,70
Millet,33,27,73
Rap seed,32,38,72
Millet,34,28,66
Barley,35,48,75
Rice,33,128,72
Green gram,34,71,66
Sunflower,32,118,68
Rice,33,141,75
Maize,34,70,70
Sorghum,34,52,73
SugarCane,35,289,68
SugarCane,34,281,74
Rap seed,33,36,68
Rap seed,32,45,66
Cotton,33,64,65
Rice,34,100,70
Black Gram,32,48,66
Soybean,35,69,73
Groundnut,34,57,70
Black Gram,32,40,67
Barley,33,47,65
Rice,34,138,67
Field Pea,32,51,74
Gram,33,38,65
Sorghum,32,41,71
Wheat,32,82,74
Rap seed,34,43,65
Barley,35,42,68
Cotton,32,62,70
Black Gram,35,50,74
Black Gram,35,49,66
Wheat,34,85,72
Rice,33,145,67
Wheat,34,63,74
Rap seed,32,44,75
Wheat,34,67,75
SugarCane,32,273,65
Black Gram,33,55,73
Black Gram,33,60,69
Field Pea,35,54,73
Green gram,35,68,75
Maize,34,52,71
Gram,35,40,67
Maize,35,70,75
SugarCane,32,264,65
Mustard,34,37,67
Green gram,35,73,73
Green gram,34,79,75
Maize,35,61,67
Black Gram,34,40,73
SugarCane,32,250,69
Field Pea,33,58,66
Sunflower,35,88,72
Cotton,32,70,67
Soybean,33,63,70
Black Gram,34,43,75
SugarCane,34,281,69
Rap seed,32,45,67
Cotton,35,62,71
Field Pea,35,51,71
Cotton,33,65,67
Black Gram,34,58,65
Millet,33,25,71
Mustard,35,35,75
Groundnut,35,68,73
Rap seed,33,39,66
Maize,34,75,69
Cotton,33,68,66
Green gram,34,72,70
Field Pea,34,58,74
Mustard,35,43,67
Rice,33,102,72
Green gram,35,75,71
Green gram,34,60,68
Wheat,32,84,72
Rap seed,33,38,70
SugarCane,32,271,66
SugarCane,33,297,71
SugarCane,35,252,66
Cotton,35,67,74
Gram,35,40,70
Field Pea,32,55,65
Rice,32,141,71
Wheat,34,69,69
Soybean,33,65,70
Rap seed,33,40,75
Barley,33,50,71
Field Pea,33,40,70
Barley,32,49,70
Rap seed,34,43,73
Groundnut,33,82,66
Maize,35,80,71
Cotton,35,63,72
Soybean,34,63,65
SugarCane,33,265,69
Rap seed,32,42,73
Green gram,34,78,71
SugarCane,35,254,71
Sunflower,32,77,65
Rap seed,33,38,73
Mustard,35,42,71
Rice,34,140,73
Rice,35,148,68
Black Gram,32,46,71
Mustard,32,38,67
Rice,32,135,70
Green gram,34,76,70
Field Pea,35,49,74
Maize,32,50,71
Soybean,34,62,67
Green gram,32,67,66
Rice,35,142,74
Rap seed,33,45,72
Wheat,34,65,69
Green gram,34,79,65
Cotton,34,69,74
Sorghum,34,43,67
Gram,34,35,71
Barley,34,37,71
SugarCane,34,277,67
Barley,34,46,66
Cotton,33,56,66
Gram,34,42,71
Millet,32,35,70
Soybean,35,62,67
Green gram,35,73,75
Wheat,32,60,68
Wheat,35,89,75
Rap seed,32,39,67
Sunflower,32,147,67
Millet,35,27,69
Cotton,35,60,72
Wheat,35,65,72
Green gram,33,70,70
Wheat,33,73,73
Field Pea,32,48,69
Cotton,35,58,66
Sorghum,33,42,74
Soybean,33,68,69
Cotton,32,52,68
Soybean,32,69,71
Black Gram,32,49,75
Sorghum,32,43,66
Cotton,33,50,69
Soybean,32,63,69
Sorghum,34,56,73
Maize,32,57,67
Green gram,33,75,72
Barley,32,49,72
Maize,33,68,66
Barley,35,39,72
Sorghum,34,54,65
Groundnut,33,64,66
Black Gram,34,45,69
Green gram,35,80,70
Mustard,33,38,75
Sunflower,35,37,67
Field Pea,34,56,72
SugarCane,34,285,71
Black Gram,35,55,65
Rice,34,126,73
Maize,32,62,65
Millet,33,32,70
Black Gram,35,50,75
Green gram,34,78,66
Wheat,35,61,71
Barley,35,47,75
Black Gram,32,60,70
SugarCane,33,291,73
Black Gram,32,40,75
Wheat,35,88,73
Sunflower,32,51,66
Green gram,32,64,69
Barley,32,46,69
Black Gram,34,44,75
Cotton,32,53,73
Wheat,34,69,74
Soybean,34,63,67
Wheat,35,67,72
Black Gram,33,49,69
Millet,35,26,66
Wheat,32,86,70
Maize,34,75,71
SugarCane,32,289,71
Gram,33,42,69
Sunflower,35,123,70
Rap seed,32,41,75
Millet,32,27,70
Mustard,35,43,69
Black Gram,34,40,71
SugarCane,34,298,71
Maize,35,50,71
Green gram,32,68,72
Sunflower,32,77,69
Black Gram,34,47,70
Green gram,34,65,65
SugarCane,35,269,67
Millet,32,31,75
Sunflower,35,42,65
Soybean,32,63,69
Groundnut,34,95,71
Mustard,35,43,72
Field Pea,32,45,69
Cotton,32,59,75
Rice,35,148,69
Gram,33,37,67
Rap seed,33,36,75
Black Gram,32,49,70
Gram,35,42,65
Groundnut,35,57,74
Rice,32,103,67
Rice,34,101,65
Rice,33,113,75
Rap seed,33,41,65
Barley,34,45,74
Rice,32,118,74
Gram,33,40,71
Barley,34,48,70
Soybean,32,63,69
Field Pea,33,55,67
Millet,32,32,75
Rap seed,35,44,67
Gram,32,38,65
Millet,32,29,71
Black Gram,32,56,74
Wheat,32,70,67
Cotton,32,51,72
Wheat,32,81,66
Barley,32,37,67
Millet,33,28,74
Sorghum,34,43,68
Sorghum,32,49,69
Millet,32,28,68
Cotton,34,51,70
Soybean,32,60,66
Green gram,32,67,70
Wheat,32,80,68
Millet,33,35,75
Rap seed,33,39,69
Soybean,34,60,70
Groundnut,33,54,70
Barley,33,39,65
SugarCane,32,257,73
Barley,35,48,69
Barley,33,40,69
Sorghum,32,55,74
Mustard,34,44,73
Field Pea,35,57,74
SugarCane,35,299,70
Millet,34,26,73
Sunflower,35,130,65
Gram,33,39,74
Wheat,34,78,70
Mustard,35,36,67
Field Pea,34,55,75
Rap seed,33,40,69
Sorghum,32,48,65
Groundnut,35,67,66
Groundnut,35,67,67
Green gram,34,72,71
Cotton,33,58,75
Sorghum,32,42,73
Rap seed,33,38,72
Soybean,34,67,68
Soybean,34,69,68
Wheat,33,81,70
Groundnut,34,85,69
Soybean,34,60,69
Groundnut,32,65,68
Sunflower,35,47,68
Field Pea,33,58,69
Rice,32,115,67
Rice,35,129,75
Rap seed,33,35,73
Field Pea,32,54,66
Rice,34,111,68
Rap seed,34,42,65
Rap seed,32,43,68
Cotton,32,63,67
Soybean,33,67,67
Soybean,32,67,69
Green gram,32,74,72
Rap seed,34,42,65
Barley,32,46,67
Rice,32,105,73
Sunflower,32,120,69
Field Pea,33,41,70
Rap seed,32,41,66
Maize,33,50,65
Black Gram,33,50,72
Cotton,33,57,73
Sorghum,33,49,72
Gram,33,36,69
Millet,35,35,74
Sorghum,35,56,66
Millet,35,27,69
Field Pea,33,53,69
Rice,35,141,70
Soybean,32,64,75
Wheat,35,82,66
Sorghum,35,43,67
Field Pea,33,46,69
Maize,33,65,72
Mustard,33,42,74
Mustard,33,39,70
Cotton,33,67,65
Cotton,32,69,72
Wheat,32,86,74
Green gram,32,73,65
Field Pea,34,40,70
SugarCane,34,275,75
Rice,34,114,69
Maize,34,73,71
Barley,35,36,71
Cotton,35,58,72
Rice,35,148,69
Sorghum,33,52,73
Maize,32,51,67
Mustard,33,43,75
Field Pea,35,54,75
Mustard,33,42,73
Rap seed,32,42,70
Cotton,35,67,65
SugarCane,33,277,65
Rice,33,141,74
Field Pea,34,57,68
Groundnut,32,86,71
Rice,34,137,67
Soybean,34,63,71
Groundnut,32,89,65
Sorghum,34,57,67
SugarCane,34,277,69
Sorghum,35,49,69
Maize,33,55,69
Green gram,34,63,75
Wheat,34,74,66
Sunflower,33,78,75
Soybean,32,72,68
Sorghum,35,49,65
Black Gram,32,52,68
SugarCane,32,288,71
Rap seed,35,40,73
SugarCane,34,294,70
Black Gram,33,56,65
Millet,32,28,75
Green gram,34,63,73
Cotton,32,61,73
Cotton,35,55,70
Sunflower,34,88,70
Rice,34,101,65
Green gram,33,71,73
Sunflower,32,120,70
Black Gram,34,56,68
Millet,33,35,72
Sunflower,34,31,67
Soybean,34,74,67
Sunflower,32,144,67
Black Gram,32,54,70
Sorghum,33,48,66
SugarCane,34,298,71
Soybean,34,71,73
Field Pea,35,58,71
Sunflower,32,139,67
Mustard,34,44,68
Gram,32,37,75
Gram,33,35,66
Rice,32,110,73
Sunflower,32,42,66
Millet,34,32,74
Maize,32,74,66
Field Pea,34,49,71
Wheat,34,73,71
Soybean,32,62,71
Green gram,33,80,74
Barley,35,42,69
Green gram,32,74,65
Green gram,32,65,66
Soybean,35,62,65
Groundnut,35,60,67
SugarCane,34,298,67
Black Gram,33,46,73
Green gram,34,74,71
Groundnut,32,99,75
Mustard,34,43,70
Sunflower,32,51,67
Maize,33,74,69
Millet,34,28,73
Sorghum,32,47,67
Rap seed,34,42,70
Wheat,33,80,69
Sorghum,33,40,75
Maize,34,52,73
Sunflower,32,150,75
Sorghum,34,46,65
Black Gram,35,54,73
Mustard,33,42,69
Soybean,34,72,72
Field Pea,32,41,68
Soybean,35,68,70
Rice,33,145,69
Black Gram,32,59,73
Wheat,35,65,69
Wheat,32,68,69
Groundnut,35,82,69
Soybean,35,65,75
Black Gram,33,46,74
Groundnut,32,69,66
Gram,33,36,75
Rice,35,146,75
Black Gram,32,60,74
Cotton,33,67,69
Groundnut,35,81,71
Barley,34,40,67
Millet,35,25,65
Maize,35,58,71
Field Pea,32,51,70
Cotton,32,63,68
Field Pea,33,52,75
Sunflower,33,98,75
Mustard,33,39,70
Rap seed,33,44,65
Field Pea,35,60,70
Millet,33,29,72
Sunflower,32,69,73
Black Gram,35,54,74
Groundnut,33,61,74
Millet,34,31,73
Sunflower,32,120,66
Groundnut,33,62,67
Groundnut,35,81,72
Maize,34,77,67
Rice,32,132,69
Soybean,32,72,73
Rap seed,33,45,67
Sorghum,32,46,65
Maize,34,77,67
Rap seed,34,40,68
Sunflower,33,66,71
Cotton,33,51,69
Cotton,33,52,66
Millet,35,31,68
Rice,32,142,65
Soybean,33,69,70
SugarCane,34,299,70
Field Pea,33,42,74
Field Pea,33,40,70
SugarCane,32,271,66
Soybean,34,65,72
Maize,34,74,70
Sorghum,35,52,72
Barley,35,47,71
Rice,32,117,69
Wheat,32,89,71
Sunflower,32,85,68
Sunflower,33,87,75
Mustard,32,44,70
Cotton,33,66,65
Black Gram,33,44,73
Rice,35,137,65
Field Pea,35,60,65
Rice,32,114,66
Groundnut,35,94,73
Black Gram,34,48,71
SugarCane,35,261,73
Sunflower,35,60,73
Sorghum,34,54,71
Millet,32,27,66
Barley,35,47,66
SugarCane,33,262,75
SugarCane,35,289,71
Barley,33,42,73
SugarCane,34,297,67
Mustard,34,45,74
Gram,32,45,66
Maize,35,69,72
SugarCane,33,271,69
Soybean,35,71,72
Maize,32,70,71
Groundnut,33,100,66
Green gram,32,60,65
Barley,33,42,70
Millet,34,25,72
SugarCane,34,276,70
Green gram,32,70,66
SugarCane,35,297,68
Cotton,32,68,71
Gram,35,42,73
Field Pea,34,46,71
Mustard,32,37,70
Gram,34,36,74
Barley,33,38,75
SugarCane,32,258,75
Sorghum,33,44,65
Green gram,34,74,67
Sorghum,33,40,71
